name,trained_model_name,base_model,validation_data_size,strategy,token_strategy,freeze_layers,max_input_token_length,max_output_token_length,epochs,num_beams,max_length,length_penalty,early_stopping,no_repeat_ngram_size,rouge1,rouge2,note
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,1.0,False,1,"Score(precision=0.10636565518257599, recall=0.42729480644755485, fmeasure=0.1641864239164919)","Score(precision=0.011901074463554371, recall=0.04465089364676185, fmeasure=0.018102134477518652)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,1.0,False,2,"Score(precision=0.2506355492251816, recall=0.1663048228583962, fmeasure=0.1824516934111125)","Score(precision=0.04414565826330532, recall=0.030777710706305056, fmeasure=0.032786190663485315)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,2.0,True,1,"Score(precision=0.10636565518257599, recall=0.42729480644755485, fmeasure=0.1641864239164919)","Score(precision=0.011901074463554371, recall=0.04465089364676185, fmeasure=0.018102134477518652)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,2.0,True,2,"Score(precision=0.25379547858509993, recall=0.21122003010507795, fmeasure=0.21431885943332024)","Score(precision=0.04170555550350947, recall=0.038984386124204046, fmeasure=0.03737213910332858)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,2.0,False,1,"Score(precision=0.10636565518257599, recall=0.42729480644755485, fmeasure=0.1641864239164919)","Score(precision=0.011901074463554371, recall=0.04465089364676185, fmeasure=0.018102134477518652)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,2.0,False,2,"Score(precision=0.2324822192827174, recall=0.23762807174243655, fmeasure=0.22154880616662745)","Score(precision=0.034892631115039485, recall=0.040526131776655025, fmeasure=0.035188405256316974)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,1,190,1.0,True,2,"Score(precision=0.2519673266721617, recall=0.2067294780349334, fmeasure=0.20921239210734222)","Score(precision=0.03293650793650793, recall=0.03290003390117806, fmeasure=0.030575184271992784)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,1,190,1.0,True,2,"Score(precision=0.2519673266721617, recall=0.2067294780349334, fmeasure=0.20921239210734222)","Score(precision=0.03293650793650793, recall=0.03290003390117806, fmeasure=0.030575184271992784)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,1,190,1.0,True,3,"Score(precision=0.2488638975281316, recall=0.2089316932960153, fmeasure=0.20281432899890428)","Score(precision=0.03242563887725178, recall=0.03290003390117806, fmeasure=0.030422689013114547)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,1,190,2.0,True,2,"Score(precision=0.2519673266721617, recall=0.2067294780349334, fmeasure=0.20921239210734222)","Score(precision=0.03293650793650793, recall=0.03290003390117806, fmeasure=0.030575184271992784)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,1,190,2.0,True,3,"Score(precision=0.2488638975281316, recall=0.2089316932960153, fmeasure=0.20281432899890428)","Score(precision=0.03242563887725178, recall=0.03290003390117806, fmeasure=0.030422689013114547)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,1.0,True,2,"Score(precision=0.2506355492251816, recall=0.1663048228583962, fmeasure=0.1824516934111125)","Score(precision=0.04414565826330532, recall=0.030777710706305056, fmeasure=0.032786190663485315)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,1.0,True,3,"Score(precision=0.23970437129919886, recall=0.14813617705605683, fmeasure=0.1724447796031929)","Score(precision=0.042273625630623604, recall=0.027646436302377175, fmeasure=0.0316788343756836)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,,no,8000,196,,2,190,2.0,True,2,"Score(precision=0.25379547858509993, recall=0.21122003010507795, fmeasure=0.21431885943332024)","Score(precision=0.04170555550350947, recall=0.038984386124204046, fmeasure=0.03737213910332858)",
e_l_longformer_8k_plain1_checkpoint-700,large led 8K configuration sweep 1,allenai/led-large-16384,10,Abstraction,None,no,8000,196,,2,190,2.0,True,3,"Score(precision=0.23672594850948508, recall=0.20072650907665948, fmeasure=0.20432927152854896)","Score(precision=0.03384563762875174, recall=0.029453986772287003, fmeasure=0.029252458082793614)",
