name,trained_model_name,base_model,validation_data_size,strategy,token_strategy,freeze_layers,max_input_token_length,max_output_token_length,epochs,num_beams,max_length,length_penalty,early_stopping,no_repeat_ngram_size,rouge1,rouge2,note
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 1300 steps epoch,allenai/led-large-16384,100,Abstraction,,no,8000,196,,5,196,2.0,True,3,"Score(precision=0.2703641081867611, recall=0.24624735787507096, fmeasure=0.23833494783569978)","Score(precision=0.05782805421477198, recall=0.05381149629350568, fmeasure=0.05107574899236731)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 1300 steps epoch,allenai/led-large-16384,100,Abstraction,,no,8000,196,,5,196,3.0,True,3,"Score(precision=0.2702771111032833, recall=0.24688361958914717, fmeasure=0.23847980529470847)","Score(precision=0.058332455028751076, recall=0.054324598972429874, fmeasure=0.05148560245334885)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 1300 steps epoch,allenai/led-large-16384,100,Abstraction,,no,8000,196,,6,196,1.0,True,3,"Score(precision=0.32153592575665957, recall=0.19530256140481506, fmeasure=0.22406438494515346)","Score(precision=0.07101731130120115, recall=0.04219318378903006, fmeasure=0.04848908875586792)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 1300 steps epoch,allenai/led-large-16384,100,Abstraction,,no,8000,196,,6,196,2.0,True,3,"Score(precision=0.2800917169274346, recall=0.24873335969836657, fmeasure=0.23975670428510082)","Score(precision=0.0597984404214019, recall=0.052977312996288536, fmeasure=0.0504657165360726)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 1300 steps epoch,allenai/led-large-16384,100,Abstraction,,no,8000,196,,6,196,3.0,True,3,"Score(precision=0.2805722045632702, recall=0.24970427279326268, fmeasure=0.24055570468080284)","Score(precision=0.06024135329981188, recall=0.05358220585548125, fmeasure=0.050916617849198834)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,5,196,1.0,False,3,"Score(precision=0.29532658898204633, recall=0.21914459904781453, fmeasure=0.2257169914956016)","Score(precision=0.06748799744919982, recall=0.04818980059950297, fmeasure=0.04983696575148498)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,5,196,2.0,False,3,"Score(precision=0.14330939937135734, recall=0.4074392126579124, fmeasure=0.1977746085720813)","Score(precision=0.03235114121159388, recall=0.09955426194198488, fmeasure=0.045388937226826215)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,5,196,3.0,False,3,"Score(precision=0.1382629605416641, recall=0.4145822770728516, fmeasure=0.19597290357755154)","Score(precision=0.03156983527985195, recall=0.10219367742514432, fmeasure=0.045489427538383)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,6,196,1.0,False,3,"Score(precision=0.313251173786426, recall=0.20874684154875525, fmeasure=0.22745955925274694)","Score(precision=0.07029378471733061, recall=0.044693453800832936, fmeasure=0.049406844293802855)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,6,196,2.0,False,3,"Score(precision=0.1411751866854891, recall=0.417154135223179, fmeasure=0.19869527994068048)","Score(precision=0.03170993082687614, recall=0.10021414351824506, fmeasure=0.04483812102655836)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,6,196,3.0,False,3,"Score(precision=0.14031027077557573, recall=0.41834966320354094, fmeasure=0.19817470994802094)","Score(precision=0.03128724118549278, recall=0.10051180173304738, fmeasure=0.04463327118445437)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,7,196,1.0,False,3,"Score(precision=0.3119271277838297, recall=0.20953481474239405, fmeasure=0.22636242452054176)","Score(precision=0.07377836836223389, recall=0.04761887575635794, fmeasure=0.051857704037167655)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,,no,8000,196,,7,196,2.0,False,3,"Score(precision=0.1369505867680495, recall=0.4029235512772471, fmeasure=0.19333059378341183)","Score(precision=0.03062232199277282, recall=0.09455327292719967, fmeasure=0.04356586653049216)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
e_lm_longformer_8k_abstr,large led 8K configuration sweep 4 with 2200 steps 1.77 epochs,allenai/led-large-16384,100,Abstraction,None,no,8000,196,,7,196,3.0,False,3,"Score(precision=0.13657603447749317, recall=0.40393543321148545, fmeasure=0.1929460768499111)","Score(precision=0.03051766071527582, recall=0.09504955022467954, fmeasure=0.04348437998900302)","i messed up, i saved to the wrong output directory, but models is e_lm_longformer_8k_abstr at 2200 steps"
